ranking,dane_code,city,department,school,sector,calendar,Matriculados,Publicados,puesto_saber_11,promedio_puntaje_global_saber_11,desviacion_general,isce_media,isce_secundaria,isce_primaria,saber_9_general,saber_5_general,saber_3_general,formula_1,formula_2,formula_3,total,ranking_dinero
8045,247980001547,ZONA BANANERA,MAGDALENA,I.E.D. ARMANDO ESTRADA FLOREZ,Oficial,A,150,146,8299,215,28,3.92151618,4.901132584,3.987967491,286,270.5,291,53.13,42.70,88.17,61.33,43
8046,163401000026,LA TEBAIDA,QUINDIO,ANTONIO NARINO,Oficial,A,69,69,7825,222,36,3.862789154,5.208152771,4.411287308,284.5,280,273.5,53.00,44.94,86.05,61.33,44.6
8047,270523000010,PALMITO,SUCRE,I.E. INDÍGENA GUAIMI,Oficial,A,21,21,7052,231,38,3.662409306,4.178315163,4.583074093,260,318.5,324.5,56.70,41.41,85.87,61.33,45.8
8048,215480000133,MUZO,BOYACA,I.E. NUESTRA SEÑORA DE LA NAVAL,Oficial,A,21,21,8474,212,27,4.099261284,3.736383915,0,286.5,333,290.5,56.10,39.18,88.70,61.33,42.4
8049,166001004617,PEREIRA,RISARALDA,IE EL DORADO,Oficial,A,33,30,7123,230,36,3.787982702,4.964857101,4.345654488,282.5,309,280,55.08,43.66,85.24,61.32,46.2
8050,213001001942,CARTAGENA DE INDIAS,BOLIVAR,INSTITUCION EDUCATIVA LUIS FELIPE CABRERA DE BARU,Oficial,A,48,48,9314,190,26,3.543850899,6.007963657,4.429764748,260.5,256.5,281,49.40,46.61,87.96,61.32,38
8051,325307001221,GIRARDOT,CUNDINAMARCA,COL COOP COMGIRARDOT,Privado,A,29,29,8026,219,29,4.055548191,0,0,266,326.5,290.5,55.10,40.56,88.31,61.32,44.4
8052,217614000880,RIOSUCIO,CALDAS,INSTITUCION EDUCATIVA FLORENCIA,Oficial,A,13,11,7944,220,26,0,4.248558044,4.52273941,262.5,279,284.5,52.30,43.86,87.80,61.32,44
8053,144001001151,RIOHACHA,GUAJIRA,ALMIRANTE PADILLA,Oficial,A,148,148,7239,229,37,4.830788612,4.2908988,4.396561146,275.5,268.5,283,52.80,45.06,86.09,61.32,45.8
8054,270429000014,MAJAGUAL,SUCRE,INST EDUC PALMARITO,Oficial,A,28,27,9185,196,25,5.018563271,4.229744434,0,286.5,233.5,272.5,49.43,46.24,88.28,61.32,39.2
8055,499001001170,LA PRIMAVERA,VICHADA,I.E. INTERNADO TEHODORO WEIJNEN,Oficial,A,9,9,7267,229,49,3.800959349,0,5.619199276,254,286.5,320,54.48,47.10,82.37,61.32,45.2
8056,163548000226,PIJAO,QUINDIO,INST PIJAO,Oficial,A,23,23,6721,234,36,4.19133997,3.725064754,4.569786549,289,306,284,55.65,41.62,86.67,61.31,47
8057,347001000985,SANTA MARTA,MAGDALENA,LICEO DEL CARIBE,Privado,A,18,18,7172,230,43,4.47495079,3.971681118,0,292,335.5,291.5,57.45,42.23,84.25,61.31,46.8
8058,105001007978,MEDELLÍN,ANTIOQUIA,INST EDUC PABLO NERUDA,Oficial,A,53,50,6033,240,34,4.974536896,4.438455105,3.792134523,261.5,284.5,274.5,53.03,44.02,86.89,61.31,47.8
8059,215580000041,QUÍPAMA,BOYACA,I.E. TÉCNICA NSTRA SRA DE LA PAZ,Oficial,A,38,34,6935,232,34,4.233151913,3.849682331,4.248033047,302,290,315,56.95,41.10,85.87,61.31,46.4
8060,241872000469,VILLAVIEJA,HUILA,IE SAN ALFONSO,Oficial,A,15,15,8027,219,29,4.261529446,4.741732121,0,257.5,262.5,273,50.60,45.02,88.31,61.31,43.6
8061,120228000090,CURUMANÍ,CESAR,I.E. CAMILO TORRES,Oficial,A,117,112,5537,245,44,4.67071867,4.584052563,4.596669197,282.5,270.5,274.5,53.63,46.17,84.12,61.31,48.8
8062,123419000803,LOS CÓRDOBAS,CORDOBA,I.E. LOS CORDOBAS,Oficial,A,73,69,7548,226,41,4.813882351,4.693787575,4.335137367,280,279,294.5,53.98,46.14,83.80,61.31,45
8063,208436000171,MANATÍ,ATLANTICO,INSTITUCION EDUCATIVA AGROPISCICOLA DE LAS COMPUERTAS,Oficial,A,16,15,9267,192,19,4.188841343,5.292613029,0,229.5,240.5,259.5,46.08,47.41,90.43,61.30,38.4
8064,217541000851,PENSILVANIA,CALDAS,INSTITUCION EDUCATIVA FRANCISCO JULIAN OLAYA,Oficial,A,23,20,7154,230,40,3.960648537,4.013985157,5.218756676,272.5,294,337,56.68,43.98,83.25,61.30,46.2
8065,111001086835,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO SIERRA MORENA (IED),Oficial,A,176,161,6185,239,39,4.855979919,4.335786343,4.144258976,287.5,288,279,54.68,44.45,84.78,61.30,48
8066,273268000336,ESPINAL,TOLIMA,INSTITUCION EDUCATIVA PATIO BONITO,Oficial,A,10,10,8655,209,26,3.73926115,3.842694283,4.700553417,280.5,292.5,298.5,54.03,40.94,88.94,61.30,42.4
8067,273504000270,ORTEGA,TOLIMA,INSTITUCION EDUCATIVA TECNICA OLAYA HERRERA,Oficial,A,21,21,7477,226,31,4.086008549,4.419243813,4.006980419,278,268,313,54.25,41.71,87.94,61.30,44.8
8068,105190000181,CISNEROS,ANTIOQUIA,I. E. CISNEROS,Oficial,A,105,95,6466,237,50,4.946865082,4.025778294,5.018629074,278,284.5,327,56.33,46.64,80.92,61.29,47.2
8069,176400000272,LA UNIÓN,VALLE,IE ARGEMIRO ESCOBAR CARDONA,Oficial,A,65,59,7613,225,42,5.527166367,4.005889893,3.959941864,278,307,311.5,56.08,44.98,82.82,61.29,45.4
8070,347058000426,ARIGUANÍ,MAGDALENA,INSTITUCION EDUCATIVA DEPARTAMENTAL SIMON BOLIVAR,Oficial,A,91,91,7256,229,40,5.452876091,4.636713028,3.954334497,265,258.5,286,51.93,46.81,85.13,61.29,45.6
8071,325307000063,GIRARDOT,CUNDINAMARCA,FUNDACION INSTITUTO BARBULA,Privado,A,31,31,8508,212,34,4.027897358,0,0,216.5,352.5,367,57.40,40.28,86.18,61.29,42.8
8072,205051001959,ARBOLETES,ANTIOQUIA,I. E. R. LA CANDELARIA,Oficial,A,32,32,6862,233,39,4.87647438,4.768918037,3.933815718,284.5,273.5,267.5,52.93,45.26,85.66,61.28,46.6
8073,170110000025,BUENAVISTA,SUCRE,INST EDUC BUENAVISTA,Oficial,A,94,91,4769,251,40,4.017289162,4.715171814,4.200212002,298,275,274.5,54.93,43.11,85.82,61.28,50.2
8074,270215000190,COROZAL,SUCRE,I.E. DON ALONSO,Oficial,A,15,14,6408,237,37,4.331279755,4.146197319,4.701477528,284.5,282.5,282,54.30,43.93,85.60,61.28,47.8
8075,176248000008,EL CERRITO,VALLE,IE SAGRADO CORAZÓN,Oficial,A,179,177,4678,252,44,4.252930164,4.069856644,4.609113216,289,285.5,288.5,55.75,43.11,84.97,61.28,50.4
8076,220550005573,PELAYA,CESAR,I.E. ERNESTINA CASTRO DE AGUILAR,Oficial,A,26,26,7648,224,33,4.20459795,0,4.386565208,301,271,278,53.70,42.96,87.16,61.27,45
8077,123672000054,SAN ANTERO,CORDOBA,INST. EDUC. JOSO ANTONIO GALAN,Oficial,A,93,80,6747,234,39,4.136675835,4.02517128,6.41496706,261,256.5,278.5,51.50,48.59,83.72,61.27,47.2
8078,223574000385,PUERTO ESCONDIDO,CORDOBA,INSTITUCION EDUCATIVA SANTA ISABEL,Oficial,A,30,30,8810,207,37,3.792181492,4.540646076,6.443786144,230,259,298,49.70,49.26,84.84,61.26,41.4
8079,125307001737,GIRARDOT,CUNDINAMARCA,I.E. MANUEL ELKIN PATARROYO,Oficial,A,134,134,4779,251,41,4.311823845,3.917477608,4.747247219,289.5,270.5,280.5,54.58,43.26,85.96,61.26,50.4
8080,268575000692,PUERTO WILCHES,SANTANDER,INSTITUCION EDUCATIVA EL PEDRAL,Oficial,A,24,24,6819,233,33,5.462083817,4.103746891,3.675718784,279.5,273.5,255,52.05,44.14,87.59,61.26,47
8081,115814000011,TOCA,BOYACA,I.E. PLINIO MENDOZA NEIRA,Oficial,A,71,61,5184,248,44,3.98214221,4.034409046,4.252892017,318,317,318.5,60.08,40.90,82.81,61.26,49.6
8082,273555000754,PLANADAS,TOLIMA,INSTITUCION EDUCATIVA ANTONIO NARIÑO,Oficial,A,47,47,8264,216,34,5.487586975,3.940250874,3.80401063,285,277,287.5,53.28,44.11,86.40,61.26,43.2
8083,254800000582,TEORAMA,NORTE DE SANTANDER,INSTITUCION EDUCATIVA EL ASERRIO,Oficial,A,12,9,9031,201,26,5.092293262,0,3.977308989,265,286.5,302.5,52.75,45.35,85.68,61.26,40.4
8084,247555000001,PLATO,MAGDALENA,I.E.D. LUIS CARLOS GALAN SARMIENTO,Oficial,A,116,98,8504,212,33,5.30918169,4.553797722,4.629460812,264.5,268,276,51.03,48.31,84.44,61.26,42.4
8085,168001001173,BUCARAMANGA,SANTANDER,I E CAMPO HERMOSO,Oficial,A,58,56,6761,234,41,4.950103283,4.011356354,4.139320374,293,291.5,292,55.53,43.67,84.58,61.26,47
8086,105604000013,REMEDIOS,ANTIOQUIA,I.E. IGNACIO YEPES YEPES,Oficial,A,99,96,6863,233,39,3.844780207,5.07969141,4.263810158,290.5,281,287,54.58,43.96,85.23,61.25,46.2
8087,125851000116,ÚTICA,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL MANUEL MURILLO TORO,Oficial,A,38,38,6966,232,38,4.320221901,3.960984468,4.637024879,310,271.5,282,54.78,43.06,85.93,61.25,46.2
8088,286573003927,PUERTO LEGUÍZAMO,PUTUMAYO,IE RUR ANDINO,Oficial,A,12,10,9039,201,30,4.754678249,3.649518013,5.774294853,277.5,267,287.5,51.65,47.26,84.85,61.25,40.6
8089,205837000531,TURBO,ANTIOQUIA,I.E. CENTRAL,Oficial,A,95,93,6037,240,35,3.859559059,4.785888195,4.562148571,274.5,268.5,271.5,52.73,44.03,87.00,61.25,47.4
8090,305001007861,MEDELLÍN,ANTIOQUIA,GIMN GUAYACANES,Privado,A,43,43,7077,231,44,5.018874168,5.323798656,5.720850945,0,0,0,46.20,53.55,84.00,61.25,46.4
8091,320001002702,VALLEDUPAR,CESAR,COLEGIO OCTAVIO DAZA DAZA,Privado,A,31,30,6094,240,43,4.001122952,4.438637733,0,304.5,287,313,57.23,42.20,84.32,61.25,48
8092,152612000012,RICAURTE,NARIÑO,INSTITUCION EDUCATIVA RICAURTE,Oficial,A,113,92,4942,250,51,4.406694412,4.000211716,5.754759789,301,289,292.5,56.63,47.21,79.91,61.25,49.6
8093,223417000754,LORICA,CORDOBA,IE JESUS DE NAZARETH,Oficial,A,74,73,8033,219,31,4.011091709,4.17586565,4.150185108,285,294.5,305,55.18,41.12,87.43,61.24,43.6
8094,170001001861,SINCELEJO,SUCRE,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL ANTONIO PRIETO,Oficial,A,225,218,3530,262,47,4.377850533,3.929589272,4.61552,296.5,276.5,291.5,56.33,43.08,84.32,61.24,52.2
8095,120060000072,BOSCONIA,CESAR,I.E. ELOY QUINTERO ARAUJO,Oficial,A,263,259,6449,237,42,4.745415688,3.847670078,4.707950115,282,280.5,293.5,54.65,44.34,84.72,61.23,47.6
8096,105138000121,CAÑASGORDAS,ANTIOQUIA,I. E. NICOLAS GAVIRIA,Oficial,A,39,36,4562,253,47,4.267894745,4.442799091,4.518246651,294.5,288.5,293.5,56.48,44.10,83.13,61.23,50
8097,252835005100,SAN ANDRÉS DE TUMACO,NARIÑO,IE ALTO MIRA FRONTERA,Oficial,A,21,10,9174,196,14,4.866240501,3.502565384,4.728163719,260.5,262,285.5,50.20,43.66,89.84,61.23,39
8098,266001005201,PEREIRA,RISARALDA,IE CARLOS CASTRO SAAVEDRA,Oficial,A,74,72,7727,223,31,4.014667988,4.18776083,4.832984924,276.5,274,282,52.78,43.45,87.47,61.23,44.6
8099,127615060621,BELÉN DE BAJIRÁ,CHOCO,IE LA UNION DE BAJIRA,Oficial,A,42,37,8876,205,27,4.029905319,4.9604702,5.196151257,253,257,273.5,49.43,47.29,86.98,61.23,41
8100,223855000040,VALENCIA,CORDOBA,INSTITUCIÓN EDUCATIVA VILLANUEVA,Oficial,A,37,36,8380,214,33,4.000020981,4.51486063,4.829053879,279.5,270,295,52.93,44.48,86.28,61.23,43
8101,105736000055,SEGOVIA,ANTIOQUIA,I. E.  SANTO DOMINGO SAVIO,Oficial,A,91,91,7816,222,35,4.753709793,3.551981211,4.901425838,280,286.5,277,53.28,44.02,86.38,61.23,44.4
8102,223574000032,PUERTO ESCONDIDO,CORDOBA,INST EDU VICENTE DIAZ,Oficial,A,8,7,8054,219,35,5.176709652,3.926640511,5.011773109,255.5,260.5,307.5,52.13,47.05,84.50,61.22,43
8103,270678000245,SAN BENITO ABAD,SUCRE,I.E. CISPATACA,Oficial,A,16,14,8993,202,26,3.781936646,4.300930023,5.702402115,250.5,265,293.5,50.55,45.95,87.17,61.22,40
8104,113430000143,MAGANGUÉ,BOLIVAR,INST EDUC NSTRA SRA DE FATIMA,Oficial,A,107,104,4253,255,37,4.300124645,3.963742256,4.045114517,302,284,272,55.65,41.03,86.97,61.22,50.8
8105,252838000923,TÚQUERRES,NARIÑO,INSTITUCION EDUCATIVA SAN SEBASTIAN DE YASCUAL,Oficial,A,43,43,7473,226,30,4.055329323,4.308003426,0,266,272.5,306.5,53.55,41.82,88.28,61.22,45.4
8106,276318000226,GUACARÍ,VALLE,IE JOSE IGNACIO OSPINA,Oficial,A,21,21,7845,222,40,4.068313599,3.981777668,5.827590942,273,262.5,295.5,52.65,46.26,84.73,61.21,44.8
8107,213657000586,SAN JUAN NEPOMUCENO,BOLIVAR,INSTITUCION EDUCATIVA SAN CAYETANO,Oficial,A,54,54,8835,206,29,4.440862656,3.916564465,5.330939293,267.5,265.5,268,50.35,45.63,87.66,61.21,41.2
8108,381591000024,PUERTO RONDÓN,ARAUCA,INSTITUCION EDUCATIVA LA INMACULADA,Oficial,A,22,20,6552,236,41,3.994561672,4.507529259,4.053712368,292.5,310.5,319.5,57.93,41.85,83.85,61.21,47.4
8109,117444000044,MARQUETALIA,CALDAS,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR NUESTRA SENORA DE LA CANDELARIA,Oficial,A,66,62,4177,256,42,4.195144176,4.237390518,5.781023026,0,0,0,51.20,47.38,85.05,61.21,50.8
8110,205490001337,NECOCLÍ,ANTIOQUIA,I. E. R. TULAPITA,Oficial,A,31,31,8113,218,31,4.811179161,3.633612156,5.093979836,275,259,267,50.95,45.13,87.55,61.21,43.8
8111,176892000108,YUMBO,VALLE,IE JUAN XXIII,Oficial,A,67,67,6387,237,34,3.80146265,4.344522476,4.701281548,277.5,270,282.5,53.35,42.82,87.45,61.21,47.2
8112,213667000827,EL PEÑÓN,BOLIVAR,INSTITUCION EDUCATIVA DE EL PEÑON,Oficial,A,35,34,7946,220,27,5.469628334,4.192567348,3.917459249,265,254.5,252.5,49.60,45.27,88.76,61.21,43.8
8113,205055000281,ARGELIA,ANTIOQUIA,I. E. R. PRESBITERO MARIO ANGEL,Oficial,A,14,14,8123,218,34,0,3.69851017,4.714085102,266,299,318,55.05,42.06,86.51,61.21,43.2
8114,205490000594,NECOCLÍ,ANTIOQUIA,I. E. R. MULATICOS PIEDRECITAS,Oficial,A,18,18,9312,190,24,0,4.702486515,4.188879967,270.5,263.5,283.5,50.38,44.46,88.79,61.21,37.8
8115,252835000655,SAN ANDRÉS DE TUMACO,NARIÑO,IE. SAN JUAN EVANGELISTA,Oficial,A,13,11,9441,180,15,4.184499741,0,3.968180656,282,280,292.5,51.73,40.76,91.12,61.20,36.6
8116,144001000545,RIOHACHA,GUAJIRA,JOSE ANTONIO GALAN,Oficial,A,52,48,7595,225,37,5.225937843,4.204208374,4.630234718,267,268.5,278.5,51.95,46.87,84.79,61.20,45.2
8117,276233000588,DAGUA,VALLE,IE MIGUEL ANTONIO CARO,Oficial,A,4,4,8603,210,30,0,0,4.024805069,299,298.5,309.5,55.85,40.25,87.50,61.20,41.6
8118,223417000207,LORICA,CORDOBA,INSTITUCION EDUCATIVA RAFAEL NU¿EZ,Oficial,A,38,34,9193,196,27,4.205870628,4.527609825,4.850358963,276,270.5,291.5,51.70,45.28,86.62,61.20,39.6
8119,108001002762,BARRANQUILLA,ATLANTICO,INST. EDUC. DIST. DEL CARIBE (ANT. C.E.B. # 122),Oficial,A,43,39,5851,242,41,5.228117943,3.933279991,0,279.5,263.5,287.5,53.63,45.81,84.16,61.20,48.8
8120,217614000723,RIOSUCIO,CALDAS,INSTITUCION EDUCATIVA BONAFONT,Oficial,A,41,41,5824,242,38,4.370338917,5.496883392,4.762728214,0,0,0,48.40,48.77,86.43,61.20,48.8
8121,213468001539,MOMPÓS,BOLIVAR,I.E.T.A. DE GUATACA,Oficial,A,18,16,7088,230,27,4.09278059,4.961774826,4.083336353,282,248,269.5,51.48,43.79,88.33,61.20,45.4
8122,423686000921,SAN PELAYO,CORDOBA,INST. EDU SIMON BOLIVAR,Oficial,A,25,25,6558,236,42,4.084726334,4.030480862,5.060873508,286.5,277.5,295.5,54.78,43.92,84.89,61.20,47.2
8123,268575000218,PUERTO WILCHES,SANTANDER,COLEGIO AGROPECUARIO PUENTE SOGAMOSO,Oficial,A,36,36,7756,223,36,4.974544525,4.522475243,4.432616711,273.5,261,263.5,51.05,46.43,86.10,61.19,44.6
8124,268190000381,CIMITARRA,SANTANDER,CENTRO EDUCATIVO  LA VERDE,Oficial,A,11,10,8238,216,28,4.106939316,3.963527679,4.573913097,273,279.5,310.5,53.95,42.15,87.48,61.19,43
8125,120383000004,LA GLORIA,CESAR,INST. EDU. INTEGRADO,Oficial,A,38,34,6736,234,38,5.400166988,4.282135487,3.784538984,283.5,271,294,54.13,44.89,84.56,61.19,46.8
8126,247692000507,SAN SEBASTIÁN DE BUENAVISTA,MAGDALENA,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL SAN VALENTIN,Oficial,A,35,31,7874,221,30,4.147397041,4.679941654,4.18042326,276,265.5,307.5,53.50,43.36,86.68,61.18,44.8
8127,176892000281,YUMBO,VALLE,IE ALBERTO MENDOZA MAYOR,Oficial,A,211,197,5852,242,41,4.434052467,4.045312405,4.582610607,295.5,287,284.5,55.45,43.54,84.55,61.18,48.2
8128,108001012741,BARRANQUILLA,ATLANTICO,INST. EDUC. DIST. JOSE MARIA VELAZ,Oficial,A,50,47,7571,225,30,3.868520737,4.915316582,3.826161385,281,292.5,281,53.98,42.03,87.53,61.18,44.8
8129,376001036386,CALI,VALLE,INSTITUTO EDUCATIVO GALILEO GALILEI,Privado,B,17,17,5990,241,48,4.074146271,0,0,328,295.5,323.5,59.40,40.74,83.39,61.18,48.6
8130,254800001104,TEORAMA,NORTE DE SANTANDER,INST AGRICOLA REGION DEL CATATUMBO,Oficial,A,35,35,7195,229,29,3.695960045,4.10003233,4.765042782,277.5,265,286.5,52.90,41.87,88.76,61.18,45.4
8131,213001001900,CARTAGENA DE INDIAS,BOLIVAR,I.E. DE ARARCA,Oficial,A,15,13,9483,170,18,4.48920393,0,5.616672039,227.5,233.5,246,43.85,50.53,89.15,61.18,34.8
8132,125483000097,NARIÑO,CUNDINAMARCA,INSTITUCION EDUCATIVA  DEPARTAMENTAL NACIONALIZADO ANTONIO NARIÑO,Oficial,A,24,24,8421,213,29,4.586754799,3.707749367,4.844407558,274,267,280,51.70,43.80,88.02,61.17,42.6
8133,105250000185,EL BAGRE,ANTIOQUIA,I. E. BIJAO,Oficial,A,67,66,6409,237,37,4.267956257,4.198735237,4.317517281,301,270,284,54.60,42.61,86.29,61.17,47
8134,166001000026,PEREIRA,RISARALDA,I.E. HANS DREWS ARANGO,Oficial,A,76,75,5031,249,40,4.259033203,3.880301476,4.078914165,304,285.5,297.5,56.80,40.73,85.98,61.17,50
8135,354001012211,CÚCUTA,NORTE DE SANTANDER,I.E. PARA JÓVENES Y ADULTOS SIN FRONTERAS,Privado,A,86,86,7257,229,40,4.113656521,0,0,267,310,338.5,57.23,41.14,85.13,61.16,45.8
8136,244650000117,SAN JUAN DEL CESAR,GUAJIRA,INSTITUCIÓN EDUCATIVA RURAL CARACOLI,Oficial,A,14,14,9096,199,26,4.204082489,4.144071102,0,279.5,277,310.5,53.30,41.74,88.44,61.16,40.4
8137,117088000255,BELALCÁZAR,CALDAS,INSTITUCION EDUCATIVA CRISTO REY,Oficial,A,43,41,4549,253,43,5.518806934,3.943430424,4.962696075,0,0,0,50.60,48.08,84.80,61.16,50.6
8138,223001006702,MONTERÍA,CORDOBA,INSTITUCION EDUCATIVA EL SABANAL,Oficial,A,54,53,6649,235,40,4.141520023,4.590433598,4.898909092,277,284.5,260.5,52.85,45.44,85.19,61.16,47.2
8139,283765000701,SOLITA,CAQUETA,I.E INTERNADO RURAL SOLITA,Oficial,A,43,43,6585,235,31,4.09484148,4.249773979,4.502512455,285,265.5,260.5,52.30,42.82,88.35,61.16,47.4
8140,223189000544,CIÉNAGA DE ORO,CORDOBA,INSTITUCION EDUCATIVA SAN ANTONIO DE TACHIRA,Oficial,A,11,11,7396,227,34,0,3.904216766,4.70735836,252,286,303.5,53.43,43.06,86.97,61.15,44.8
8141,120011000016,AGUACHICA,CESAR,INS.JOSE MARIA CAMPO SERRANO,Oficial,A,151,147,4731,251,37,4.271016121,3.869883776,4.054430008,286.5,284.5,297.5,55.98,40.65,86.81,61.15,49.8
8142,208296000159,GALAPA,ATLANTICO,INSTITUCION EDUCATIVA ANTONIO NARIÑO DE PALUATO,Oficial,A,11,10,4570,253,63,4.074731827,0,5.677187443,297,276.5,302,56.43,48.76,78.25,61.15,50.6
8143,111001030864,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO ALEMANIA UNIFICADA (IED),Oficial,A,86,78,8060,219,36,4.178668976,4.42085743,4.805693626,281.5,307.5,275.5,54.18,44.68,84.57,61.14,44
8144,117001005990,MANIZALES,CALDAS,INSTITUCIÓN EDUCATIVA BOSQUES DEL NORTE,Oficial,A,109,107,6957,232,37,4.250992775,4.881763458,4.414624214,281.5,268,264,52.28,45.16,85.99,61.14,46
8145,227787001119,UNIÓN PANAMERICANA,CHOCO,IE SAN JOAQUIN,Oficial,A,28,26,8868,205,24,3.906594038,3.318366528,6.185636997,253,270,271,49.95,44.70,88.77,61.14,40.8
8146,273483000541,NATAGAIMA,TOLIMA,INSTITUCION EDUCATIVA MARIANO OSPINA PEREZ,Oficial,A,27,26,6775,234,45,4.636121273,5.15259552,0,265,249.5,275.5,51.20,48.94,83.27,61.14,46.8
8147,113001002413,CARTAGENA DE INDIAS,BOLIVAR,INSTITUCION EDUCATIVA MADRE LAURA,Oficial,A,104,101,6067,240,39,4.513729572,4.097052097,4.761245728,283,272,269.5,53.23,44.57,85.62,61.14,48
8148,273030000192,AMBALEMA,TOLIMA,INSTITUCION EDUCATIVA TECNICA EL DANUBIO,Oficial,A,6,6,7083,231,62,3.913823605,5.078345776,0,288.5,321.5,351,59.60,44.96,78.84,61.13,46.6
8149,213006000171,MONTECRISTO,BOLIVAR,I.E.T.A. Y MINERA MONTECRISTO,Oficial,A,47,45,8045,219,34,4.606354713,5.012097836,4.122288704,264.5,269,279.5,51.60,45.80,85.99,61.13,43.2
8150,213760000187,SAN CRISTÓBAL,BOLIVAR,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA FRANCISCO DE PAULA SANTANDER HIGUERETAL,Oficial,A,33,33,8685,209,35,4.388600349,5.116646767,5.007556915,253.5,262.5,262,49.35,48.38,85.66,61.13,41.8
8151,219473006661,MORALES,CAUCA,CENTRO INTEGRAL DE FORMACIÓN E INVESTIGACIÓN WAMPIANO,Oficial,A,14,13,9003,202,31,3.846360207,5.014222622,0,295,262.5,307,53.33,44.30,85.74,61.12,40.4
8152,270771011575,SUCRE,SUCRE,I.E. TÉCNICO AGROPECUARIO MANUEL ALVAREZ SAMPAYO,Oficial,A,18,15,7463,226,25,4.029200554,5.226078033,4.08509922,254,267,263,50.50,44.47,88.38,61.12,44.4
8153,220178000985,CHIRIGUANÁ,CESAR,I.E. MANUEL GERMAN CUELLO,Oficial,A,45,45,8196,217,34,4.137341022,4.011794567,5.097491264,264,273.5,300,52.73,44.16,86.45,61.11,43.4
8154,205051000014,SAN JUAN DE URABÁ,ANTIOQUIA,I. E. SAN JUAN DE URABA,Oficial,A,88,80,6586,235,31,4.451089382,4.373802185,4.412054062,269,265.5,269,51.93,44.12,87.29,61.11,46.8
8155,286320000379,ORITO,PUTUMAYO,I.E.R. ELYARUMO,Oficial,A,24,24,7089,230,27,3.875298738,3.865499496,3.978063583,259.5,283,323,54.78,39.06,89.49,61.11,46
8156,244279001300,FONSECA,GUAJIRA,I. E. TÉCNICA AGROPECUARIA DE CONEJO,Oficial,A,14,14,7068,231,41,4.15041256,4.657045364,4.468197346,249,298.5,304.5,54.15,44.25,84.93,61.11,45.4
8157,213433000131,MAHATES,BOLIVAR,INSTITUCION EDUCATIVA DE EVITAR,Oficial,A,20,19,7168,230,42,4.919575691,4.511647224,4.671802521,267,264.5,289,52.53,47.01,83.79,61.11,45.8
8158,199001000919,PUERTO CARREÑO,VICHADA,I.E. NORMAL SUPERIOR FEDERICO LLERAS ACOSTA,Oficial,A,50,50,7743,223,34,3.746671677,4.853525162,4.673241138,280,265.5,277.5,52.30,44.24,86.77,61.11,44.4
8159,247001005052,SANTA MARTA,MAGDALENA,IED TAGANGA,Oficial,A,39,37,7890,221,34,4.55312252,4.665970325,4.25930357,270,275,282,52.40,44.93,85.98,61.10,44
8160,113673000028,SANTA CATALINA,BOLIVAR,INSTITUCI¿N EDUCATIVA T¿CNICA AGROPECUARIA SOSTENIBLE Y AMBIENTAL  FELIPE SANTIAGO ESCOBAR,Oficial,A,70,69,7675,224,37,5.630721569,4.300802708,4.044317722,288.5,255.5,254,51.10,46.59,85.62,61.10,44.8
8161,113001004149,CARTAGENA DE INDIAS,BOLIVAR,INSTITUCION EDUCATIVA JUAN JOSE NIETO,Oficial,A,209,190,6450,237,42,4.624315262,3.580564499,5.085790634,281,292,298.5,55.43,44.30,83.58,61.10,47.6
8162,105837006194,TURBO,ANTIOQUIA,I.E. NORMAL SUPERIOR DE URABA,Oficial,A,69,69,7314,228,36,4.263999939,3.941683292,4.695847988,288,275,287.5,53.93,43.01,86.36,61.10,45.6
8163,113001020969,CARTAGENA DE INDIAS,BOLIVAR,INSTITUCION EDUCATIVA FRANCISCO DE PAULA SANTANDER,Oficial,A,46,44,6737,234,38,4.395012856,5.680094719,3.865582466,267.5,252.5,274,51.40,46.47,85.42,61.10,46.4
8164,223090000283,CANALETE,CORDOBA,INSTITUCION EDUCATIVA EL GUINEO,Oficial,A,28,26,9362,187,26,3.971870422,3.55083251,5.770707607,255,275.5,323.5,52.05,44.31,86.92,61.09,37.2
8165,147001001052,SANTA MARTA,MAGDALENA,IED EDGARDO VIVES CAMPO,Oficial,A,106,100,6864,233,39,4.208117962,3.89009428,5.066332817,273,295,290,54.55,43.88,84.85,61.09,46.8
8166,273200000150,COELLO,TOLIMA,INSTITUCION EDUCATIVA CARLOS LLERAS RESTREPO,Oficial,A,16,15,7263,229,46,4.191882133,4.577424526,0,280.5,308,326.5,57.20,43.85,82.23,61.09,46
8167,219130000586,CAJIBÍO,CAUCA,I.E. AGROPECUARIO LA CAPILLA,Oficial,A,38,38,6623,235,37,3.886255264,3.856045008,4.572223186,293.5,280,308,55.83,41.05,86.40,61.09,47
8168,105387000077,PUERTO NARE,ANTIOQUIA,I. E.  CARLOS ARTURO DUQUE RAMIREZ,Oficial,A,46,46,6738,234,38,4.307910919,3.85514617,4.609674454,291.5,285.5,282,54.65,42.58,86.03,61.09,46.8
