ranking,dane_code,city,department,school,sector,calendar,Matriculados,Publicados,puesto_saber_11,promedio_puntaje_global_saber_11,desviacion_general,isce_media,isce_secundaria,isce_primaria,saber_9_general,saber_5_general,saber_3_general,formula_1,formula_2,formula_3,total,ranking_dinero
8169,105647000220,SAN ANDRÉS DE CUERQUÍA,ANTIOQUIA,I. E. SAN ANDRES,Oficial,A,39,33,7980,220,36,4.146025658,4.072389126,4.840500355,307.5,294.5,297,55.95,43.53,83.77,61.08,43.6
8170,205670000819,SAN ROQUE,ANTIOQUIA,I. E. R. PROVIDENCIA,Oficial,A,13,13,8848,206,33,4.086055279,3.654230356,4.506570339,289,300,329.5,56.23,40.82,86.19,61.08,40.4
8171,223500000782,MOÑITOS,CORDOBA,INSTITUCION EDUCATIVA PERPETUO SOCORRO,Oficial,A,21,21,7435,227,40,5.287031651,4.4210639,4.095364094,277,260,280,52.20,46.01,85.02,61.08,45.2
8172,305088002208,BELLO,ANTIOQUIA,COL DE EDUCACION INTEGRAL ABC,Privado,A,22,17,5332,247,51,4.467278957,4.018638611,0,344,305.5,339.5,61.80,42.43,79.00,61.08,50
8173,170702002128,SAN JUAN DE BETULIA,SUCRE,INST EDUC CONCENTRACION ESCOLAR SAN JUAN,Oficial,A,61,59,6973,232,39,4.007947445,4.521126747,4.637263298,264,293,295,54.20,43.89,85.14,61.07,46.2
8174,276364001458,JAMUNDÍ,VALLE,I.E. SAN ANTONIO,Oficial,A,19,18,7804,222,31,5.048176289,3.656241894,0,262.5,280.5,287,52.60,43.52,87.10,61.07,44.6
8175,141132000703,CAMPOALEGRE,HUILA,IE EUGENIO FERRO FALLA,Oficial,A,72,70,3326,264,47,4.519071102,3.774815083,4.103997707,304.5,293.5,286.5,57.43,41.33,84.47,61.07,52.6
8176,183094000171,BELÉN DE LOS ANDAQUÍES,CAQUETA,I.E GABRIELA MISTRAL,Oficial,A,71,71,7105,230,32,4.065241814,4.100195408,4.735773563,283.5,276.5,258.5,52.43,43.00,87.79,61.07,46.2
8177,270508000291,OVEJAS,SUCRE,I.E. SAN JOSE DE ALMAGRA,Oficial,A,8,8,7693,224,41,4.825983047,0,0,257.5,254.5,272.5,50.43,48.26,84.53,61.07,44.8
8178,218150000683,CARTAGENA DEL CHAIRÁ,CAQUETA,I. E. R. SANTAFE DEL CAGUAN,Oficial,A,9,5,7470,226,29,5.450462341,0,3.877358913,267.5,281,285.5,53.00,46.64,83.57,61.07,45
8179,241660000094,SALADOBLANCO,HUILA,IE LA CABAÑA,Oficial,A,33,31,6825,233,34,4.220388412,4.697852612,4.016853809,270,286.5,282.5,53.60,43.12,86.49,61.07,46.8
8180,219455000299,MIRANDA,CAUCA,INSTITUCION EDUCATIVA EL CABILDO (ANTES CENTRO EDUCATIVO EL CABILDO),Oficial,A,10,10,7877,221,31,4.019046783,4.400835037,5.210513592,277,241.5,262,50.08,45.43,87.70,61.07,43.8
8181,247551001224,PIVIJAY,MAGDALENA,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL SAN MARTIN DE LOBA,Oficial,A,11,11,8325,215,34,3.825642109,4.275482655,4.681918621,267,301,302,54.25,42.61,86.35,61.07,42.6
8182,176834000106,TULUÁ,VALLE,INSTITUCION EDUCATIVA MODERNA DE TULUA,Oficial,A,176,169,6776,234,45,4.181345463,3.841059446,5.530234814,284,284,294,54.80,45.18,83.23,61.07,46.8
8183,220770000050,SAN MARTÍN,CESAR,I.E. MINAS,Oficial,A,17,15,7676,224,37,4.255840302,3.80718708,4.900498867,303,297.5,292,55.83,43.21,84.16,61.06,44.4
8184,108433000035,MALAMBO,ATLANTICO,INSTITUCION EDUCATIVA EVA RODRIGUEZ,Oficial,A,99,96,7414,227,36,4.299592018,4.651744366,4.561757088,273.5,261,283.5,52.25,45.04,85.90,61.06,45.6
8185,127001004107,QUIBDÓ,CHOCO,IE MIA ROGERIO VELASQUEZ MURILLO,Oficial,A,87,85,8315,215,31,4.618585587,3.968386173,5.229018211,254,257,274.5,50.03,46.05,87.11,61.06,43
8186,273624000583,ROVIRA,TOLIMA,INSTITUCION EDUCATIVA JULIO ERNESTO ANDRADE,Oficial,A,8,7,6348,238,45,0,0,4.802264214,278.5,266,278.5,53.05,48.02,82.11,61.06,47
8187,270678000831,EL ROBLE,SUCRE,I.E. CALLEJON,Oficial,A,13,13,8000,220,39,5.647441387,4.614748001,3.564477682,278,268.5,276.5,52.15,46.09,84.94,61.06,43.8
8188,376248000961,EL CERRITO,VALLE,LICEO MIXTO MODERNO,Privado,A,12,11,7355,228,44,4.213035107,0,0,295.5,319.5,328.5,58.58,42.13,82.48,61.06,46.2
8189,113430003070,MAGANGUÉ,BOLIVAR,INST EDUC LICEO MODERNO MAGANGUE,Oficial,A,56,53,6225,239,47,5.463582993,3.879736662,5.024164677,283.5,265,264.5,52.60,47.89,82.69,61.06,47.8
8190,105665000041,SAN PEDRO DE URABÁ,ANTIOQUIA,I. E. SAN PEDRO DE URABA,Oficial,A,130,125,7106,230,32,4.239613056,4.128716469,4.151852608,283.5,299,270,54.13,41.73,87.32,61.06,45.6
8191,215172000050,CHINAVITA,BOYACA,I.E. JUAN DE JESUS ACEVEDO,Oficial,A,5,5,8086,218,17,3.457863569,0,0,303.5,299.5,295.5,55.83,34.58,92.77,61.06,44
8192,215180000051,CHISCAS,BOYACA,I.E. LAS CAÑAS,Oficial,A,8,8,8092,218,24,3.791080713,0,0,297.5,277,311,55.18,37.91,90.08,61.06,44.2
8193,170771000013,SUCRE,SUCRE,INST EDUC ELIECER ULLOA,Oficial,A,57,56,3753,260,45,4.781445026,4.029592514,4.321144581,281.5,254.5,292,54.40,43.77,84.99,61.05,51.4
8194,268573000202,PUERTO PARRA,SANTANDER,COLEGIO ALFONSO LOPEZ,Oficial,A,27,26,8712,208,27,4.025783539,5.504358768,4.269572735,258,252.5,263,49.08,46.00,88.09,61.05,41.4
8195,254206001196,CONVENCIÓN,NORTE DE SANTANDER,INSTITUCION EDUCATIVA PEDRO CARREÑO LEMUS,Oficial,A,14,14,7209,229,33,3.938858509,4.758403301,3.941596031,268.5,280.5,294.5,53.63,42.13,87.40,61.05,46
8196,268217000079,COROMORO,SANTANDER,I.E. JESÚS LEÓN GUERRERO,Oficial,A,8,8,8593,210,28,4.299302578,0,0,292,260,276.5,51.93,42.99,88.24,61.05,41.6
8197,111850001576,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO FEDERICO GARCIA LORCA (IED),Oficial,A,118,118,5839,242,40,4.237916946,4.32974577,4.400650024,287,276,277,54.10,43.23,85.82,61.05,48.6
8198,105411000199,LIBORINA,ANTIOQUIA,I. E. SAN FRANCISCO DE ASIS,Oficial,A,77,77,6566,236,44,4.293479919,4.257557869,4.597836018,293.5,285,286,55.03,43.83,84.29,61.05,46.8
8199,115368000151,JERICÓ,BOYACA,I.E. LOPEZ QUEVEDO,Oficial,A,29,28,6186,239,39,4.030044556,3.991231441,4.71223259,291.5,276.5,297,55.20,42.45,85.49,61.04,48
8200,217616000399,SAN JOSÉ,CALDAS,INSTITUCION EDUCATIVA LA LIBERTAD,Oficial,A,10,9,6087,240,42,4.638451576,3.718311787,4.547550678,297,290,303,56.50,43.01,83.62,61.04,46.8
8201,268855000094,VALLE DE SAN JOSÉ,SANTANDER,INSTITUCION EDUCATIVA  EL CERRO,Oficial,A,20,20,8185,217,32,4.05151844,3.671248198,3.941247463,326,300,299,57.10,38.88,87.15,61.04,43.4
8202,105001001121,MEDELLÍN,ANTIOQUIA,INST EDUC JOSE ROBERTO VASQUEZ,Oficial,A,173,160,4713,251,34,4.09974432,3.866932154,4.234611988,289,280.5,285,55.28,40.67,87.17,61.04,50.2
8203,276233001029,DAGUA,VALLE,IE PEDRO FERMIN DE VARGAS,Oficial,A,12,12,8872,205,25,0,0,3.871401072,302.5,308,290,55.28,38.71,89.13,61.04,40.8
8204,217174000131,CHINCHINÁ,CALDAS,INSTITUCION EDUCATIVA EDUARDO GOMEZ ARRUBLA,Oficial,A,18,18,9223,195,39,4.109404564,4.570281982,4.544871807,284.5,313.5,321,55.70,44.08,83.33,61.04,39.2
8205,276364001661,JAMUNDÍ,VALLE,IE GENERAL SANTANDER,Oficial,A,21,19,6378,237,32,4.006620884,3.938753128,4.592092514,279,286,285,54.35,41.79,86.97,61.04,47.4
8206,223182000182,CHINÚ,CORDOBA,IE DIVINO NIÑO DE TIERRA GRATA,Oficial,A,26,26,3421,263,45,4.213237762,4.076247692,5.396410942,0,0,258,52.10,45.62,85.39,61.04,52.2
8207,217777000151,SUPÍA,CALDAS,INSTITUCION EDUCATIVA HOJAS ANCHAS,Oficial,A,33,33,7835,222,37,4.005803585,4.910601139,4.310626984,266.5,285,292.5,53.30,44.09,85.71,61.03,44.2
8208,113244001041,EL CARMEN DE BOLÍVAR,BOLIVAR,I.E.T.A. GEOVANNY CRISTINI CRISTINI,Oficial,A,39,39,8891,205,31,4.544809341,5.427797318,4.153879166,256.5,250.5,271,49.15,47.09,86.86,61.03,40.8
8209,195001001731,SAN JOSÉ DEL GUAVIARE,GUAVIARE,INSTITUCION EDUCATIVA SANTANDER,Oficial,A,69,67,5104,248,33,4.003214359,3.686162472,4.395729065,296.5,270,283.5,54.90,40.28,87.92,61.03,49.2
8210,223417001793,LORICA,CORDOBA,INSTITUCION EDUCATIVA LA UNION,Oficial,A,89,82,7138,230,38,4.913779259,3.968381882,5.05655241,255,282,271.5,51.93,46.46,84.71,61.03,45.8
8211,125815000401,TOCAIMA,CUNDINAMARCA,INSTITUCION EDUCATIVA  DEPTAL HERNAN VENEGAS CARRILLO,Oficial,A,100,97,6765,234,42,4.128801823,4.308032513,4.819074631,290,278.5,289,54.58,44.19,84.33,61.03,47.2
8212,227001001871,QUIBDÓ,CHOCO,IE TECNICA AGROECOLOGICA CRISTO REY DE TUTUNENDO,Oficial,A,18,18,8717,208,28,3.859816313,3.746961832,5.382713318,243.5,282.5,299,51.65,43.30,88.14,61.03,42
8213,115572000011,PUERTO BOYACÁ,BOYACA,IE SAN PEDRO CLAVER,Oficial,A,89,78,5710,243,36,4.349067688,3.84592247,4.367330551,297.5,280,293.5,55.70,41.87,85.50,61.03,48.6
8214,205579000156,PUERTO BERRÍO,ANTIOQUIA,I. E.  MADRE LAURA,Oficial,A,28,27,8999,202,30,0,0,4.226298332,260,286.5,335.5,54.20,42.26,86.61,61.02,40.2
8215,170215001108,COROZAL,SUCRE,I.E. GABRIEL GARCIA MARQUEZ,Oficial,A,45,44,6426,237,39,3.854260921,4.53887558,4.601233482,282,285,280,54.20,43.31,85.56,61.02,47
8216,119142000471,CALOTO,CAUCA,I.E. ESCIPION JARAMILLO,Oficial,A,96,88,7783,223,41,5.188010216,3.954571486,4.798467159,273.5,287.5,284,53.40,46.47,83.18,61.02,44.8
8217,173349000255,HONDA,TOLIMA,INSTITUCION EDUCATIVA TECNICA JUAN MANUEL RUDAS,Oficial,A,24,24,7715,223,27,3.856568813,3.963276148,4.440552711,266.5,281,289,52.98,40.87,89.20,61.01,45.4
8218,217001001484,MANIZALES,CALDAS,INSTITUCION EDUCATIVA RURAL JUAN PABLO II,Oficial,A,8,6,6784,233,18,3.957446098,0,0,281,277,257.5,52.43,39.57,91.04,61.01,46.6
8219,213549001207,TIQUISIO,BOLIVAR,I.E.  DE LA VENTURA,Oficial,A,15,13,9316,190,28,0,3.430551052,6.57744503,243,253.5,264.5,47.55,50.04,85.44,61.01,38.6
8220,225530000020,PARATEBUENO,CUNDINAMARCA,I.E.D. AGRICOLA PARATEBUENO,Oficial,A,47,47,6053,240,38,4.316892624,4.014686584,4.281721115,288,274,291,54.65,42.04,86.33,61.01,48
8221,111001024686,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO MORALBA SUR ORIENTAL (IED),Oficial,A,58,52,5504,245,39,4.52341032,3.961937189,4.271958828,287,298.5,282.5,55.65,42.52,84.85,61.01,49.2
8222,225489000450,NIMAIMA,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL MISAEL PASTRANA BORRERO DE TOBIA,Oficial,A,21,21,7681,224,38,4.138979912,3.900914192,5.07618475,294,273,285,53.80,43.72,85.50,61.01,44.8
8223,170523000066,PALMITO,SUCRE,I.E. INDÍGENA SAN ANTONIO ABAD,Oficial,A,107,100,6728,234,37,4.158494473,4.678728104,4.582361698,272.5,286,264,52.83,44.73,85.45,61.00,46.6
8224,441396001809,LA PLATA,HUILA,IE MONSERRATE,Oficial,A,22,22,5652,244,45,4.106796265,4.037660122,4.86163044,286,284.5,290,55.23,43.35,84.43,61.00,48
8225,147268002040,EL RETÉN,MAGDALENA,INSTITUCION EDUCATIVA DEPARTAMENTAL EUCLIDES LIZARAZO,Oficial,A,61,61,9066,200,27,4.514553547,3.684751987,4.856602669,256,267,304.5,51.38,43.52,88.11,61.00,40.2
8226,123466002601,MONTELÍBANO,CORDOBA,INST. EDCCONCENTRACI¿N EDC.DEL SUR DE M/LIBANO,Oficial,A,120,117,6187,239,39,4.248457909,3.931248903,4.698864937,284.5,282.5,283,54.45,42.93,85.62,61.00,48.2
8227,252835000833,SAN ANDRÉS DE TUMACO,NARIÑO,I.E. CHAJAL,Oficial,A,14,14,9366,186,18,4.064877033,4.335285187,3.951351881,255,273,299,50.65,41.17,91.18,61.00,37.2
8228,223417000177,LORICA,CORDOBA,I.E. EL CAMPANO DE LOS INDIOS,Oficial,A,17,15,8957,203,24,3.990115166,4.874646187,4.024011612,266.5,285,282.5,51.85,42.96,88.18,61.00,41
8229,105088001911,BELLO,ANTIOQUIA,IE COMERCIAL ANTONIO ROLDAN BETANCUR,Oficial,A,168,168,4673,252,43,5.004826546,4.274880409,3.940208912,285.5,270.5,262,53.50,44.07,85.42,61.00,50.4
8230,223580000311,PUERTO LIBERTADOR,CORDOBA,INSTITUCION EDUCATIVA LUCILA GODOY,Oficial,A,35,34,8588,210,27,0,4.767248631,4.153223515,259.5,0,282,50.10,44.60,88.28,60.99,41.8
8231,150689000365,SAN MARTÍN,META,IE MANUELA BELTRAN,Oficial,A,54,54,4418,254,43,4.229074001,3.714702606,4.449610233,300.5,285.5,283,56.15,41.31,85.52,60.99,50.4
8232,270215001269,COROZAL,SUCRE,I.E TÉCNICO AGEROPECUARIA GUILLERMO PATRON,Oficial,A,39,37,7698,224,42,4.693891525,3.795126915,5.437199116,274.5,271,293.5,53.15,46.42,83.40,60.99,44.4
8233,154874000806,VILLA DEL ROSARIO,NORTE DE SANTANDER,COL LUIS GABRIEL CASTRO,Oficial,A,169,169,5254,247,37,4.276508331,3.95952487,4.295115948,276,277,284.5,54.23,41.77,86.97,60.99,48.6
8234,270429003587,MAJAGUAL,SUCRE,I.E. SINCELEJITO,Oficial,A,17,17,9181,196,23,4.650561333,4.343401909,4.189247608,270.5,252.5,271.5,49.53,43.94,89.50,60.99,39.4
8235,105045000393,APARTADÓ,ANTIOQUIA,I.E. ALFONSO LOPEZ,Oficial,A,66,63,7427,227,38,4.135492325,4.393057823,4.8966465,277,282,278,53.20,44.75,85.01,60.99,45.4
8236,295015000198,CALAMAR,GUAVIARE,I.E. LAS DAMAS,Oficial,A,22,22,6106,240,47,4.216430664,4.323622704,0,278.5,312,302,56.63,42.70,83.62,60.98,47.6
8237,127001001621,QUIBDÓ,CHOCO,IE MANUEL AGUSTIN SANTACOLOMA VILLA,Oficial,A,68,67,8597,210,29,3.890468597,3.843760967,5.596509457,262.5,281,263,50.83,44.44,87.69,60.98,42
8238,120238000896,EL COPEY,CESAR,I.E. DELICIAS/SAN CARLOS,Oficial,A,64,62,4550,253,43,4.286394596,3.966336966,4.13595295,304.5,287.5,287.5,56.63,41.30,85.02,60.98,50.2
8239,305736000437,SEGOVIA,ANTIOQUIA,INSTITUTO PARROQUIAL PBRO. JORGE MIRA BALBIN,Privado,A,22,22,7415,227,36,4.596316814,3.991620541,4.239789009,277.5,292,280.5,53.85,42.76,86.31,60.97,45.6
8240,219743000155,SILVIA,CAUCA,I.E. RENACER PÁEZ,Oficial,A,27,26,8239,216,28,4.223133087,3.946643114,4.600953102,266.5,281.5,281,52.25,42.57,88.10,60.97,43.2
8241,147675000060,SALAMINA,MAGDALENA,INSTITUCION EDUCATIVA DEPARTAMENTAL DE SALAMINA,Oficial,A,76,76,7775,223,39,5.156087399,3.8430686,4.687696457,274,268.5,278,52.18,45.62,85.11,60.97,45
8242,108078000673,BARANOA,ATLANTICO,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA DE CAMPECHE,Oficial,A,62,62,8063,219,37,3.863441944,4.608314514,0,274,296,311,55.00,42.36,85.55,60.97,43.8
8243,176001004973,CALI,VALLE,INSTITUCION EDUCATIVA ISAIAS GAMBOA,Oficial,A,124,124,6284,238,36,4.242800236,3.877749205,4.769480705,287.5,293,243,53.08,42.97,86.86,60.97,47.8
8244,270708000083,SAN MARCOS,SUCRE,INST EDUC CAÑO PRIETO,Oficial,A,18,17,7124,230,36,3.800077915,4.661744118,5.160842419,261.5,271.5,272.5,51.78,45.41,85.71,60.97,45.6
8245,247318000111,GUAMAL,MAGDALENA,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL SAGRADO CORAZON DE JESUS,Oficial,A,25,25,8582,210,25,4.082443237,4.470549583,4.500049591,276,248,266.5,50.03,43.51,89.36,60.97,42
8246,213780000060,TALAIGUA NUEVO,BOLIVAR,INSTITUCION EDUCATIVA TOMAS DANIELS DE PATICO,Oficial,A,41,37,9150,197,27,5.205448151,4.203489304,4.57697773,256,266.5,270.5,49.50,46.62,86.77,60.96,39.6
8247,285001003873,YOPAL,CASANARE,INSTITUCIÓN EDUCATIVA TÉCNICA EMPRESARIAL LLANO LINDO ITELL,Oficial,A,69,69,5370,246,37,4.290343761,4.025631905,3.976364613,289.5,0,289,54.97,40.97,86.93,60.96,48.8
8248,123417000407,LORICA,CORDOBA,IE DAVID SANCHEZ JULIAO,Oficial,A,66,64,7784,223,41,5.599433899,4.474406719,3.858567238,270.5,271.5,283.5,52.43,46.44,84.00,60.96,45
8249,147245001232,EL BANCO,MAGDALENA,INSTITUCION EDUCATIVA DEPARTAMENTAL SANTA TERESA DE JESUS,Oficial,A,133,114,6607,235,35,4.963793755,4.342922688,4.262059212,268,273,273,52.45,45.23,85.19,60.95,46.8
8250,105002000055,ABEJORRAL,ANTIOQUIA,I. E.  MANUEL CANUTO RESTREPO,Oficial,A,23,22,6459,237,44,4.118233681,3.898437023,4.193881989,308,312.5,312.5,58.50,40.70,83.66,60.95,47.4
8251,168081001471,BARRANCABERMEJA,SANTANDER,INSTITUCION EDUCATIVA VEINTISEIS DE MARZO,Oficial,A,50,50,6706,234,34,4.001214981,4.128901958,4.56643486,285,268.5,277,53.23,42.32,87.31,60.95,47.4
8252,499001001919,CUMARIBO,VICHADA,I.E. INTERNADO SANTA TERESITA DEL TUPARRO,Oficial,A,46,46,8395,214,38,4.030757904,4.182618141,5.656534672,276,285,259,51.70,46.23,84.92,60.95,43
8253,220787000061,TAMALAMEQUE,CESAR,I. E. PASA CORRIENDO,Oficial,A,20,19,8541,211,29,4.107204914,3.797235012,5.53013134,269,259.5,275.5,50.75,44.78,87.31,60.95,42.4
8254,205837004129,TURBO,ANTIOQUIA,I.E. PUERTO CESAR,Oficial,A,19,19,8235,216,27,5.112562656,3.926627398,3.739251137,269.5,260.5,281,51.35,42.59,88.89,60.94,43.4
8255,268081001220,BARRANCABERMEJA,SANTANDER,INSTITUCION EDUCATIVA BLANCA DURAN DE PADILLA,Oficial,A,118,116,6739,234,38,4.287230492,3.879261017,4.002278805,302.5,298,295,56.48,40.56,85.79,60.94,47
8256,213006000154,ACHÍ,BOLIVAR,INSTITUCION EDUCATIVA DE GUACAMAYO,Oficial,A,15,13,9285,191,21,4.105992317,3.890744925,4.911442757,242.5,289,298,51.03,43.03,88.77,60.94,38
8257,111001016250,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO REPUBLICA BOLIVARIANA  DE VENEZUELA (IED),Oficial,A,48,38,6464,237,46,5.313047886,4.484089375,4.637312889,300,279.5,270.5,54.35,48.11,80.36,60.94,47.4
8258,220001003810,VALLEDUPAR,CESAR,I.E. JOSE CELESTINO MUTIS,Oficial,A,44,43,6382,237,33,3.764399052,4.539806366,4.432924271,267,277.5,275.5,52.85,42.46,87.50,60.94,47
8259,268190001574,CIMITARRA,SANTANDER,INSTITUCION EDUCATIVA  EL CRUCE DE SANTA ROSA,Oficial,A,20,13,8501,212,32,3.717315912,6.059780121,3.857449055,264.5,299,325.5,55.05,45.45,82.30,60.93,43
8260,113248000057,EL GUAMO,BOLIVAR,I.E.T.A. DE EL GUAMO,Oficial,A,61,59,7589,225,35,4.232477188,5.163906574,4.588734627,268.5,250,258,50.08,46.62,86.10,60.93,44.8
8261,176869000028,VIJES,VALLE,IE JORGE ROBLEDO,Oficial,A,84,77,6218,239,44,3.988177299,4.19384861,4.809939861,290,297,300.5,56.33,43.31,83.16,60.93,47.8
8262,223670000574,SAN ANDRÉS DE SOTAVENTO,CORDOBA,INSTITUCION EDUCATIVA PATIO BONITO NORTE,Oficial,A,37,37,9206,195,24,3.85336256,3.686527252,6.114443779,248.5,256,265,48.23,45.51,89.04,60.93,39
8263,215664000055,SAN JOSÉ DE PARE,BOYACA,IE TECNICA LA AMISTAD,Oficial,A,10,10,4706,251,31,0,4.01445961,0,269,263,289.5,53.63,40.14,89.01,60.93,49.8
8264,170429000001,MAJAGUAL,SUCRE,I.E. NORMAL SUPERIOR DE LA MOJANA,Oficial,A,91,82,7596,225,37,3.924795866,0,5.319221497,280,249.5,287,52.08,46.22,84.48,60.93,44.6
8265,120400008286,LA JAGUA DE IBIRICO,CESAR,I.E. LUIS CARLOS GALAN SARMIENTO,Oficial,A,113,110,7240,229,37,4.133406162,4.021938324,5.150047302,279,271.5,274.5,52.70,44.35,85.72,60.92,45.8
8266,186573000354,PUERTO LEGUÍZAMO,PUTUMAYO,IE JOSE MARIA HERNANDEZ,Oficial,A,95,95,7125,230,36,4.243196964,3.959179163,4.69137001,291.5,271.5,273.5,53.33,42.98,86.47,60.92,46.2
8267,154810003020,TIBÚ,NORTE DE SANTANDER,COL INTEG FRANCISCO JOSE DE CALDAS,Oficial,A,118,118,3343,263,34,4.594648361,3.993238449,3.92584157,274.5,254.5,258,52.50,41.71,88.55,60.92,52.4
8268,105088001521,BELLO,ANTIOQUIA,I.E. CENTENARIO DE BELLO,Oficial,A,98,90,5131,248,37,4.357303619,3.958211422,4.058457375,299,271.5,292.5,55.55,41.25,85.96,60.92,49.6
8269,270670007399,SAMPUÉS,SUCRE,INSTITUCION EDUCATIVA INDIGENA LA LUCHA,Oficial,A,15,13,9015,202,49,3.294701815,0,7.310570717,278,277.5,279.5,51.85,53.03,77.88,60.92,40.4
8270,219513000113,PADILLA,CAUCA,I.E. HOLANDA,Oficial,A,18,18,9182,196,23,3.897460222,4.358867645,0,256.5,269.5,317,51.95,41.28,89.50,60.91,39.6
8271,147551000410,PIVIJAY,MAGDALENA,INSTITUCION EDUCATIVA DEPARTAMENTAL LICEO PIVIJAY,Oficial,A,102,99,3745,260,44,4.663358688,4.29432869,3.664053202,294.5,273,283.5,55.55,42.07,85.10,60.91,52.2
8272,283094000833,BELÉN DE LOS ANDAQUÍES,CAQUETA,I.E SAN LUIS,Oficial,A,22,22,7798,222,28,3.741485596,4.097268581,4.788497925,275,264,275.5,51.83,42.09,88.80,60.91,45
8273,225899000210,ZIPAQUIRÁ,CUNDINAMARCA,I.E.M.R. SAN JORGE,Oficial,A,16,16,7858,222,44,4.283358574,4.015846252,4.744772434,275,310.5,308,55.78,43.48,83.46,60.90,44
8274,223068000199,AYAPEL,CORDOBA,I.E. PLAYA BLANCA,Oficial,A,8,7,7686,224,39,3.520329952,0,5.893879414,283,270.5,269,52.33,47.07,83.32,60.90,44.2
8275,452001004024,PASTO,NARIÑO,I.E.M. OBONUCO,Oficial,A,34,33,5315,247,44,4.032698631,4.218997002,4.364120007,286,298.5,293,56.23,42.05,84.44,60.90,49.4
8276,176001030796,CALI,VALLE,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL VEINTE DE JULIO,Oficial,A,77,77,4554,253,44,4.102292061,3.966089725,4.073881626,300.5,293,294.5,57.05,40.47,85.19,60.90,50.4
8277,270523000192,PALMITO,SUCRE,I.E. INDÍGENA EL MARTILLO,Oficial,A,30,29,8987,202,23,3.877467871,5.294593811,3.838571548,244,263,289,49.90,43.37,89.44,60.90,40.4
8278,176275000010,FLORIDA,VALLE,IE LAS AMERICAS,Oficial,A,114,98,7346,228,41,3.928816319,4.912050724,5.869989872,269,259.5,264.5,51.05,49.04,82.62,60.90,45.6
8279,227001003237,RÍO QUITO,CHOCO,IE BERNARDINO BECERRA RODRIGUEZ,Oficial,A,39,31,9207,195,25,3.538449287,5.700898647,4.312477112,268,278,283.5,51.23,45.17,86.31,60.90,38.8
8280,105129000071,CALDAS,ANTIOQUIA,I. E. FEDERICO ANGEL,Oficial,A,115,103,5057,249,42,3.999359608,4.711298466,3.936644077,304,288,288.5,56.48,42.16,84.06,60.90,50
8281,295001001370,SAN JOSÉ DEL GUAVIARE,GUAVIARE,I.E. JOSE MIGUEL LOPEZ CALLE,Oficial,A,27,27,8849,206,33,4.231393337,3.553037405,5.355205536,285.5,277.5,285,52.70,43.80,86.19,60.90,41.2
8282,113001000348,CARTAGENA DE INDIAS,BOLIVAR,INSTITUCION EDUCATIVA AMBIENTALISTA DE CARTAGENA,Oficial,A,121,119,4055,257,41,4.351743698,3.763293266,4.023839474,294,289.5,283.5,56.20,40.46,86.01,60.89,51.2
8283,205101000355,CIUDAD BOLÍVAR,ANTIOQUIA,I. E. R. FARALLONES,Oficial,A,20,19,7530,226,38,4.206772327,3.929608822,4.51628685,298.5,288.5,299,55.60,42.18,84.89,60.89,44.8
8284,163001001961,ARMENIA,QUINDIO,BOSQUES DE PINARES,Oficial,A,70,63,6766,234,42,3.953119755,5.019397736,3.949766636,290.5,292,310,56.33,43.07,83.26,60.89,47.2
8285,113650000489,SAN FERNANDO,BOLIVAR,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA DE SAN FERNANDO,Oficial,A,65,62,8556,211,32,4.762869835,4.271824837,4.159366131,281,270.5,286.5,52.45,43.98,86.22,60.88,42.4
8286,219698002648,SANTANDER DE QUILICHAO,CAUCA,INST EDUC KLIICHAW SEK (ANTES CENT EDUC),Oficial,A,4,4,9024,201,21,0,0,4.258248329,249,268.5,272,49.53,42.58,90.54,60.88,40.8
8287,308001006449,BARRANQUILLA,ATLANTICO,COLEGIO MONSEÑOR VICTOR TAMAYO (ASOBOSQUE),Privado,A,29,29,6081,240,41,4.362204552,4.100954056,0,309,0,0,54.90,42.32,85.41,60.88,48.2
8288,120011001047,AGUACHICA,CESAR,INST. EDU. NUESTRA SEÑORA DEL CARMEN,Oficial,A,156,155,5636,244,41,4.277607441,4.178408623,4.569905281,275.5,276,278,53.68,43.42,85.52,60.87,48.8
8289,223807000631,TIERRALTA,CORDOBA,INSTITUCION EDUCATIVA  SANTA FE DE RALITO,Oficial,A,23,23,7911,221,38,5.526525021,3.804847479,4.32803297,276,261,277,51.75,45.53,85.33,60.87,44
8290,273675000537,SAN ANTONIO,TOLIMA,INSTITUCION EDUCATIVA PABLO VI,Oficial,A,46,45,6544,236,40,4.035941601,4.190146446,4.407277584,282,290.5,297.5,55.30,42.11,85.19,60.87,47
8291,299524000046,LA PRIMAVERA,VICHADA,I.E. INTERNADO LUIS CARLOS GALAN SARMIENTO,Oficial,A,5,4,8169,217,26,3.85423708,0,0,291.5,301.5,328,56.90,38.54,87.16,60.87,43.6
